PaperId	PaperTitle	Citations	coFoS	Authors	Abstract	PublicationDate	DocType	FamilyId	RecordId	CN	Incl	Lang	V	I	DOI	JN	PG	Y	URLs	umls	PlaceOfResidence	RaceEthnicity	Occupation	GenderSex	Religion	Education	SocioeconomicStatus	SocialCapital	Plus
2134969680	evaluation of a demonstration primary health care project in rural guatemala the influence of predisposing enabling and need factors on immunization coverage equitable use of health care services and application of treatment guidelines	2136636673 | 2065974896 | 1992807835 | 2152846959 | 2133971354 | 321726205 | 2126876702 | 2147234027 | 2132808418 | 2107542071 | 1557149435 | 1984604637 | 2107511505 | 2039964043 | 2087577195 | 2006844622 | 2069983335 | 2103327180 | 2006338626 | 2099229306 | 2032042806 | 2110029739 | 2097776922	68595000 | 5395021 | 163432668 | 2908647359 | 159110408 | 28718268 | 71924100 | 160735492 | 5148918 | 2776688068	2146199851 | 2175307589 | 2132735815 | 2106144155 | 2122457229	Abstract In high- and low-resource settings, care is often provided inequitably, with more and higher-quality services being offered to those who need them less. We evaluated the influence of predisposing, enabling and need characteristics on immunization coverage and use of health services in a population-based primary health care model called the Inclusive Health Model in rural Guatemala. We also analyzed providers’ application of treatment guidelines for children with pneumonia. A longitudinal cohort design was used from 2006 to 2009 to analyze data from the model s two demonstration sites. We found a significant positive association between families’ health risk level and their use of health care services, with the model providing more services to those with greater need. Services are not provided differentially for those families with a higher or lower wealth level or selected sociodemographic characteristics. Distance from a clinic is significantly associated with lower service use, but this constraint decreases with time. Implementation of treatment guidelines does not vary with different provider characteristics. The Inclusive Health Care model s aim of offering care equitably to families living in its catchment area is reflected in these findings. This study offers an approach and conceptual model for tracking equity in service delivery that may be applicable in other settings. 	01/09/2012	a	0	0		1	en	4	3	10.1016/J.INHE.2012.04.001	international health	220-228	2012	[{'Ty': 1, 'U': 'http://inthealth.oxfordjournals.org/content/4/3/220.abstract'}, {'Ty': 1, 'U': 'https://academic.oup.com/inthealth/article/4/3/220/729570'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/24029403'}, {'Ty': 1, 'U': 'https://www.sciencedirect.com/science/article/pii/S1876341312000253'}, {'U': 'http://academic.oup.com/inthealth/article/4/3/220/729570'}, {'U': 'http://www.sciencedirect.com/science/article/pii/S1876341312000253'}]		Place of residence, Place of residence, [info] utilisation â€“ place of residence -	Race/ethnicity/culture/language, Race/ethnicity/culture/language, [info] utilisation â€“ language + quality â€“ language +	Occupation, Occupation, [info] utilisation - occupation +	0	Religion, Religion, [info] utilisation â€“ religion -	Education, Education, [info] utilisation - education ? quality â€“ education +	Socioeconomic status, Socioeconomic status, [info] utilisation â€“ SES +	0	Plus, Plus, [info] [Personal] [Time] utilisation â€“ risk + utilisation - age quality - age - [Relationships] utilisation - family type -
2154005450	community services in multiple sclerosis still a matter of chance	1493773294 | 2112165124 | 2292765240 | 2941787107 | 2555455079 | 2101998673 | 2008120870 | 2097735742 | 2149436184 | 1997188160 | 1758457014 | 2030090052 | 2038461483 | 2005025013 | 2525311547	16920402 | 2993099581 | 167135981 | 2779951463 | 2779483712 | 2780640218 | 2779473830 | 71924100 | 74909509 | 2993365623	2304428659 | 2099546334	OBJECTIVES—People with multiple sclerosis often have multiple complex needs that require input from a wide range of services. Many complain that services are inadequate and poorly coordinated. Few studies have been undertaken to support this contention and objective data are scarce. The level of services and home modifications received by people with multiple sclerosis across a broad range of disease severity has been investigated.  METHODS—As part of a quality of life study, 150 adults with clinically definite multiple sclerosis were interviewed, using a structured questionnaire, to determine their current use of outpatient and community services and the home modifications in place. Disability, handicap, and emotional status were also measured.  RESULTS—Forty five per cent of people did not receive any community services other than contact with their general practitioner. Thirty nine per cent of people with moderate and 12% with severe disability failed to receive community services. For the services received: 17% had contact with a community nurse; 33% with a care attendant or home help; 23% with a physiotherapist, 21% with an occupational therapist, and 10% with a social worker. Fifty eight per cent of people had modifications to their home as a direct result of multiple sclerosis. The relation between level of disability and number of services and adaptations received was moderate (r=0.58 and 0.54 respectively) and the relation between level of services and age (r=0.12), living alone (r=0.16), and emotional status (r=0.10) was negligible.  CONCLUSIONS—Despite a shift of emphasis from hospital to community care, and the establishment of standards of care for multiple sclerosis, many people with moderate or severe disability fail to receive assistance. These results provide evidence to support the dissatisfaction felt by people with multiple sclerosis in relation to the services they receive. It raises questions about equitable allocation of resources and highlights the urgent need for a review of community services. 	01/12/2000	a	0	0		1	en	69	6	10.1136/JNNP.69.6.728	journal of neurology neurosurgery and psychiatry	728-732	2000	[{'Ty': 3, 'U': 'https://jnnp.bmj.com/content/jnnp/69/6/728.full.pdf'}, {'Ty': 1, 'U': 'https://europepmc.org/articles/PMC1737174'}, {'Ty': 1, 'U': 'https://jnnp.bmj.com/content/69/6/728'}, {'Ty': 1, 'U': 'https://pubmed.ncbi.nlm.nih.gov/11080223/'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1737174'}, {'U': 'http://jnnp.bmj.com/content/69/6/728.abstract'}, {'U': 'http://jnnp.bmj.com/content/69/6/728.full.pdf'}]		0	0	0	0	0	0	0	0	Plus, Plus, [info] [Personal] disability age [Relationships] social support
2001069029	gender differences in participation and responsiveness to a health intervention for older americans	2112778345 | 2151332754 | 2151561316 | 2082027882 | 1967830590 | 2086622526 | 1565582911 | 44706058 | 2043384054 | 2167402500 | 2035974961 | 1895451668 | 2166673458 | 2038521442 | 2001142723 | 168881523 | 1987716559 | 2326104597 | 2414929000 | 2072916503 | 2052808866 | 1992784797 | 2313720688 | 2062829099 | 2319934160 | 2109351459 | 2798469330 | 2322701798 | 2027670522 | 2045768076 | 2054608176	2778087770 | 27415008 | 2908647359 | 71924100 | 2992556508 | 2779824711 | 74909509	2018408244 | 2460061272 | 1989688877 | 321163916	ABSTRACT Women increasingly outnumber men in the US population (Arber & Ginn, 1993), but most research has been conducted with men (Stacey & Olesen, 1988). The purpose of this study was to determine whether older men and women differ in their participation rates and in their responsiveness to a health intervention. Three hundred sixty-three health maintenance organization members with osteoarthritis, 60 years of age or older, were randomly assigned to a control group or to receive social support, education, or a combination of education and social support. Of the 363 randomly assigned members, 245 completed all of the follow-up assessments. Men and women volunteered in proportion to their representation in the osteoarthritis population. Although the genders differed in several ways, the interventions were equally effective for men and women, and the study results applied to both genders. 	24/07/1997	a	0	0		1	en	25	3	10.1300/J013V25N03_05	women & health	63-81	1997	[{'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/9273984'}]		0	0	0	Gender/sex, Gender/sex, [info] women	0	0	0	0	0
2344238809	mental health and mental health service use among people aged 45 with multiple sclerosis	2135137329 | 2082428529 | 2170173133 | 2083728625 | 2048946369 | 1980633803 | 2082279478 | 2071889719 | 1968170207 | 2095310959 | 2002439382 | 1979274228 | 1607654994 | 2139679106 | 1975100444 | 2035062460 | 2067037170 | 2328208048 | 127636865	27415008 | 118552586 | 2908647359 | 2780640218 | 3019351904 | 134362201 | 71924100 | 133925201 | 3019789208 | 2779134260	2125742750 | 2152443491	Multiple sclerosis (MS) is a chronic neurological disease with numerous symptoms and consequences that does not typically reduce life expectancy. Mental health issues are common in this population, yet few investigations have targeted people aging with this disease (i.e., people aged 45+). This study examined factors contributing to mental health challenges among 1282 people with MS aged 45 to 90 and the extent of mental health service use among those who reported problems. Findings showed that functional abilities, age, years since diagnosis, presence of a helper, and self-rated health are related to mental health challenges. Less than 16% of people with mental health challenges were receiving services. 	01/01/2005	a	0	0		1	en	24	2	10.7870/CJCMH-2005-0011	canadian journal of community mental health	Sep-22	2005	[{'Ty': 1, 'U': 'https://www.cjcmh.com/doi/full/10.7870/cjcmh-2005-0011'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/16774132'}]		0	0	0	Gender/sex, Gender/sex, [info] gender	0	Education, Education, [info] education (high school or less/ technical school/ bachelors degree or higher)	0	0	Plus, Plus, [info] [Personal] age disability (severity measured by ADL limitations) [Relationships] social support (living arrangements)
2409812606	description of the characteristics of multiple sclerosis patients in the region of valencia spain who requested treatment with disease modifying drugs during the 2005 2014 decade	2112165124 | 2099647077 | 2004076487 | 2013610409 | 2171084233 | 2614892860 | 2092162829 | 2338029264 | 2012061167 | 16159504 | 2203100105 | 2287956300 | 12984169	167135981 | 1862650 | 2781004633 | 2780640218 | 71924100 | 2426938 | 151956035 | 126322002 | 2778577042 | 2776036978 | 201903717	2599916727 | 2417723610 | 2642024293 | 2669640363 | 2629581779	Background: More than 3,000 multiple sclerosis (MS) patients were treated with disease-modifying drugs (DMDs) in the Region of Valencia during 2005-2014. We aimed at describing the demographic and clinical characteristics of MS patients who requested treatment with DMDs, variations in their use, and the factors associated with change to second-line therapies during this decade. Methods: A retrospective cohort study with information from Subcomite Especializado de Medicamentos de Alto Impacto Sanitario y/o Economico registers. A statistical analysis was run in 2 phases: descriptive analysis of the sample using classical statistical methods, and of DMD trend by a chi-square test for linear trends; analytic analysis to examine the factors associated with change to second-line treatment (logistic regression model). Results: We selected 2,205 patients (mean age 32.12, SD 9.64; 70% females, and 86.6% remising-remitting MS (RRMS)); 1,012 patients were attended to in highly specialized MS units (45.8%); 525 in monographic units (23.8%); and 668 in general units (30.2%). DMD prescriptions increased, and glatiramer acetate was more widespread at the end of the period (35.4%). Conclusion: Variability in access to different treatments was slight. The younger the patient, the higher the risk of first-line RRMS treatment failing in female gender and first treatment with interferon. 	01/01/2016	a	0	0		1	en	75		10.1159/000446580	european neurology	274-281	2016	[{'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/27286672'}]		0	0	0	Gender/sex, Gender/sex, [info] gender	0	0	0	0	Plus, Plus, [info] [Personal] disability (severity measured by EDSS) MS subtype 
2232607448	a randomized controlled trial of personalized text message reminders to promote medication adherence among hiv positive adolescents and young adults	2038702827 | 2155441883 | 2068719957 | 2111591671 | 2164099498 | 1982680448 | 2143853859 | 158118704 | 1973708179 | 1991341312 | 2112284812 | 2063639182 | 2076236055 | 2155942896 | 282562921 | 2080468258 | 2105519498 | 2131611166 | 2605314719 | 2012683429 | 2059546319 | 2061189234 | 2089904127 | 85498817 | 2006291559 | 2070367535 | 1984398689 | 2106864136 | 2042273681 | 2767929887 | 2157378287 | 2140049707 | 1970341406 | 1554314929 | 2078125024 | 2125795232 | 1964616046 | 80427873 | 2136196336 | 2100343622 | 1997942324 | 2120369016 | 121063964 | 187248758 | 2091026188 | 2295527959	205545832 | 14184104 | 110131835 | 168563851 | 138816342 | 27415008 | 1862650 | 187212893 | 71924100 | 2780665704 | 535046627	2161963560 | 2161963560 | 2798713402 | 2798713402 | 2011364456 | 2116049058 | 2116049058 | 2073821758 | 2510266563	HIV-positive adolescents and young adults often experience suboptimal medication adherence, yet few interventions to improve adherence in this group have shown evidence of efficacy. We conducted a randomized trial of a two-way, personalized daily text messaging intervention to improve adherence to antiretroviral therapy (ART) among N = 105 poorly adherent HIV-positive adolescents and young adults, ages 16–29. Adherence to ART was assessed via self-reported visual analogue scale (VAS; 0–100 %) at 3 and 6-months for mean adherence level and proportion ≥90 % adherent. The average effect estimate over the 6-month intervention period was significant for ≥90 % adherence (OR = 2.12, 95 % CI 1.01–4.45, p < .05) and maintained at 12-months (6 months post-intervention). Satisfaction scores for the intervention were very high. These results suggest both feasibility and initial efficacy of this approach. Given study limitations, additional testing of this intervention as part of a larger clinical trial with objective and/or clinical outcome measures of adherence is warranted. 	01/05/2016	a	0	0		1	en	20	5	10.1007/S10461-015-1192-X	aids and behavior	1049-1059	2016	[{'Ty': 1, 'U': 'http://europepmc.org/articles/PMC4788595'}, {'Ty': 1, 'U': 'https://link.springer.com/article/10.1007/s10461-015-1192-x'}, {'Ty': 1, 'U': 'https://pubmed.ncbi.nlm.nih.gov/26362167/'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4788595/'}, {'Ty': 1, 'U': 'https://www.scholars.northwestern.edu/en/publications/a-randomized-controlled-trial-of-personalized-text-message-remind'}]		0	Race/ethnicity/culture/language, Race/ethnicity/culture/language, [info] race	0	0	0	0	0	0	Plus, Plus, [info] [Personal] [Time] substance abuse [Personal] [Relationships] sexual orientation
2142553995	twelve month outcomes of an internet based diabetes self management support program	1562208008 | 1511593276 | 2129303710 | 1893208408 | 2169490447 | 2128659393 | 2131377217 | 2092783195 | 1976566530 | 2126800506 | 2140790583 | 2158089900 | 2056930506 | 2095946061 | 2056884277 | 2143417015 | 2039052750 | 1991132102 | 2502806512 | 2970972681 | 2017125969 | 2137691697 | 2122756201 | 2015555900 | 2164335245 | 2148959816 | 2025149577 | 1999611855 | 2141936101 | 1994059678 | 1891162636 | 2044182956 | 2082474548 | 2091367191 | 1605810139 | 1978771373 | 2023208591 | 2059523374 | 2032770553 | 2134146458 | 2129929320 | 2081547192 | 1987978044 | 2093116502 | 2020553262 | 2081501453 | 153486114 | 2010009875 | 1483609404	110875604 | 2778087770 | 2776933761 | 168563851 | 138816342 | 150966472 | 27415008 | 1862650 | 71924100 | 2780665704 | 74909509	1873073302 | 2113699611 | 2893831197 | 2069723032 | 2121770191 | 2033058505 | 2126099011 | 4065305 | 1984256090 | 2480058154 | 2202315070 | 2197059863	Abstract Objective Internet-based programs offer potential for practical, cost-effective chronic illness self-management programs. Methods We report 12-month results of an Internet-based diabetes self-management program, with and without additional support, compared to enhanced usual care in a 3-arm practical randomized trial. Patients (n = 463) were randomized: 77.3% completed 12-month follow-up. Primary outcomes were changes in health behaviors of healthy eating, physical activity, and medication taking. Secondary outcomes were hemoglobin A1c, body mass index, lipids, blood pressure, and psychosocial factors. Results Internet conditions improved health behaviors significantly vs. usual care over the 12-month period (d for effect size = .09–.16). All conditions improved moderately on biological and psychosocial outcomes. Latinos, lower literacy, and higher cardiovascular disease risk patients improved as much as other participants. Conclusions The Internet intervention meets the reach and feasibility criteria for a potentially broad public health impact. However, 12-month magnitude of effects was small, suggesting that different or more intensive approaches are necessary to support long-term outcomes. Research is needed to understand the linkages between intervention and maintenance processes and downstream outcomes. Practice implications Automated self-management interventions should be tailored and integrated into primary care; maintenance of patient self-management can be enhanced through links to community resources. 	01/04/2012	a	0	0		1	en	87	1	10.1016/J.PEC.2011.07.024	patient education and counseling	81-92	2012	[{'Ty': 1, 'U': 'http://europepmc.org/articles/PMC3253192'}, {'Ty': 1, 'U': 'https://experts.nebraska.edu/en/publications/twelve-month-outcomes-of-an-internet-based-diabetes-self-manageme'}, {'Ty': 1, 'U': 'https://nebraska.pure.elsevier.com/en/publications/twelve-month-outcomes-of-an-internet-based-diabetes-self-manageme'}, {'Ty': 1, 'U': 'https://pubmed.ncbi.nlm.nih.gov/21924576/'}, {'Ty': 1, 'U': 'https://www.infona.pl/resource/bwmeta1.element.elsevier-e0983817-9769-3365-86c3-4fe8a16d5943'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pmc/PMC3253192'}, {'Ty': 1, 'U': 'https://www.sciencedirect.com/science/article/pii/S0738399111003910'}, {'U': 'http://europepmc.org/abstract/MED/21924576'}, {'U': 'http://www.sciencedirect.com/science/article/pii/S0738399111003910'}]		0	Race/ethnicity/culture/language, Race/ethnicity/culture/language	0	Gender/sex, Gender/sex	0	Education, Education	0	0	Plus, Plus
2098017165	understanding who benefits at each step in an internet based diabetes self management program application of a recursive partitioning approach	2150290224 | 2626017884 | 1539462193 | 2167165853 | 2125269912 | 2126800506 | 2125070970 | 2127982148 | 2163373477 | 2056930506 | 2141653641 | 2066005581 | 2143417015 | 2151241130 | 1974561455 | 2039052750 | 2033326122 | 2156794561 | 2017125969 | 1560593431 | 2080841410 | 2093505519 | 2148959816 | 2171946097 | 1999611855 | 2142553995 | 1981645946 | 2070055854 | 1975926172 | 2091367191 | 1605810139 | 2032770553 | 2044670017 | 2119574612 | 2064314068 | 2046041326 | 2420856092 | 2151781123 | 2010009875 | 2328937260 | 2045469882 | 2095683621	110875604 | 137345334 | 168563851 | 53537400 | 49774154 | 71924100 | 2780665704 | 2778843546 | 512399662 | 14262774 | 109364899	1873073302 | 1984256090 | 2144738052 | 4065305	Background. Efforts to predict success in chronic disease management programs have been generally unsuccessful. Objective. To identify patient subgroups associated with success at each of 6 steps in a diabetes self-management (DSM) program. Design. Using data from a randomized trial, recursive partitioning with signal detection analysis was used to identify subgroups associated with 6 sequential steps of program success: agreement to participate, completion of baseline, initial website engagement, 4-month behavior change, later engagement, and longer-term maintenance. Setting. The study was conducted in 5 primary care clinics within Kaiser Permanente Colorado. Patients. Different numbers of patients participated in each step, including 2076, 544, 270, 219, 127, and 89. All measures available were used to address success at each step. Intervention. Participants were randomized to receive either enhanced usual care or 1 of 2 Internet-based DSM programs: 1) self-administered, computer-assisted self-managemen... 	01/02/2014	a	0	0		1	en	34	2	10.1177/0272989X13498156	medical decision making	180-191	2014	[{'Ty': 1, 'U': 'https://journals.sagepub.com/doi/10.1177/0272989X13498156'}, {'Ty': 1, 'U': 'https://pubmed.ncbi.nlm.nih.gov/23913917/'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/23913917'}]		0	Race/ethnicity/culture/language, Race/ethnicity/culture/language	0	Gender/sex, Gender/sex	0	Education, Education	0	0	Plus, Plus
2075240110	a reexamination of the effectiveness of self care education for persons with arthritis	2112778345 | 1985004174 | 2094419105 | 1966502400 | 2161292637 | 2009131430 | 44706058 | 2068592532 | 2000361038 | 2094831533 | 2081776574 | 2435525443 | 2078428091 | 1973381777 | 1995433496 | 2081609661 | 1996429297 | 1970903428 | 1984816354 | 2032338388 | 11427818 | 2065374463 | 2412909181	2778087770 | 95445763 | 27415008 | 1862650 | 71924100 | 167305396 | 2780665704 | 2779134260 | 2779097214 | 2777077863	2077903500 | 2077903500 | 2303414189 | 2183913730 | 2089133406 | 2127716570	We examined the effectiveness of 2 models of arthritis self-care intervention, the home study model and the small group model. The effects of disease diagnosis and duration, self-care behavior, perceived helplessness, social support, treatment choice, and formal education level on outcomes among persons with arthritis who participated in these programs were evaluated. A pretest-posttest control group design was utilized in the initial experimental study; comparison group designs were used in the longitudinal studies. Three hundred seventy-four subjects completed the interventions and 12 months of research followup. We found that the intervention models had a statistically significant positive impact on arthritis knowledge, self-care behavior, perceived helplessness, and pain. These findings did not vary when the effects of education level, disease diagnosis and duration, informal social support, and treatment choice were controlled. The small group intervention was more effective in bringing about initial improvements in pain and depression, whereas the home study intervention was more effective in maintaining improvements in perceived helplessness. Changes in perceived helplessness and self-care behavior appear to explain in part the observed improvement in pain. 	01/06/1989	a	0	0		1	en	32	6	10.1002/ANR.1780320608	arthritis & rheumatism	706-716	1989	[{'Ty': 3, 'U': 'https://onlinelibrary.wiley.com/doi/pdf/10.1002/anr.1780320608'}, {'Ty': 1, 'U': 'https://onlinelibrary.wiley.com/doi/abs/10.1002/anr.1780320608'}, {'Ty': 1, 'U': 'https://www.ncbi.nlm.nih.gov/pubmed/2735963'}, {'U': 'http://onlinelibrary.wiley.com/doi/10.1002/anr.1780320608/abstract'}]		Place of residence, Place of residence, [info] rural patients	0	0	0	0	0	0	0	0
2007898870	self management education for persons with arthritis managing comorbidity and eliminating health disparities	2314867160 | 2092783195 | 228126680 | 2038066162 | 1985004174 | 2970972681 | 1993579510 | 2001139421 | 2151332754 | 2000906332 | 2153763507 | 2087586058 | 2019770981 | 1977528700 | 1549537313 | 131312673 | 2078732751 | 2020299595 | 1482603101 | 3036753114 | 2125950092 | 2605507719	2776933761 | 1039755 | 1862650 | 71924100 | 2250968 | 160735492 | 74909509 | 2779159551 | 2987552334 | 2777077863 | 103038586	2077903500 | 2498427426 | 2151753675 | 2130024223 | 2128747305	Objective    To compare short-term and long-term effectiveness of the Arthritis Self-Help Course (ASHC) and the Chronic Disease Self-Management Program (CDSMP) for persons with arthritis concerning health care use, health-related quality of life, health behaviors, and arthritis self-efficacy.        Methods    Forty-eight workshops were randomized to the ASHC (n = 26) or CDSMP (n = 22). A total of 416 individuals, including 365 African Americans, participated. The mean age for each group was 64 years, mean years of education was 11.7, mean number of chronic conditions was 4, and 75–80% of participants in each group were female. Multivariate statistical tests were used to assess effectiveness within and between programs for all workshop participants and African Americans.        Results    At 4 months all ASHC participants including African Americans, had significant improvements (P ≤ 0.05) in self-efficacy, stretching and strengthening exercises, aerobic exercises, and general health. All CDSMP participants had statistically significant improvements in self-efficacy, disability, pain, and general health. African American CDSMP participants showed statistically significant improvements in general health. Trends toward improvement (P = 0.051–0.100) were shown in 5 variables among African American CDSMP participants and in 4 variables among all CDSMP participants. Statistically significant differences between the 2 programs at 4 months were seen in pain and disability in both groups. The CDSMP produced stronger results. Significant results at 1 year within and between programs were minimal for both groups.        Conclusion    When populations with arthritis and multiple comorbid conditions are targeted, the CDSMP may be most cost effective. 	15/08/2007	a	0	0		1	en	57	6	10.1002/ART.22896	arthritis care and research	1081-1088	2007	[{'Ty': 3, 'U': 'https://onlinelibrary.wiley.com/doi/pdf/10.1002/art.22896'}, {'Ty': 1, 'U': 'http://www.ncbi.nlm.nih.gov/pubmed/17665471'}, {'Ty': 1, 'U': 'https://onlinelibrary.wiley.com/doi/full/10.1002/art.22896'}, {'U': 'http://onlinelibrary.wiley.com/doi/10.1002/art.22896/full'}]		0	Race/ethnicity/culture/language, Race/ethnicity/culture/language, [info] African Americans	0	0	0	0	0	0	0
2051466535	mail delivered arthritis self management tool kit a randomized trial and longitudinal followup	2132322340 | 228126680 | 1985004174 | 2071483390 | 2102272680 | 2043770015 | 1993579510 | 2038823323 | 2097893571 | 2151332754 | 2000906332 | 2153763507 | 1983176759 | 2158370708 | 2087586058 | 2316876223 | 131312673 | 2039553066 | 2043487693 | 2078632290 | 2041788195 | 2161292637 | 2291521253 | 1928997348 | 2007898870 | 2049462371 | 2038395877 | 2082288435 | 2075240110 | 2415648585 | 2064870232 | 1970903428	205545832 | 2776933761 | 168563851 | 1862650 | 2779473830 | 71924100 | 2777895361 | 137403100 | 2909047091 | 2777077863	2077903500 | 663976979 | 2132925525 | 2000408376 | 2109395862 | 316276642	Objective    To determine the effectiveness of an intervention Tool Kit of arthritis self-management materials to be sent once through the mail, and to describe the populations reached.        Methods    Spanish speakers (n = 335), non-Hispanic English-speaking African Americans (n = 156), and other non-Hispanic English speakers (n = 404) were recruited separately and randomized within each of the 3 ethnic/racial categories to immediately receive the intervention Tool Kit (n = 458) or to a 4-month wait-list control status (n = 463). At the end of 4 months, controls were sent the Tool Kit. All subjects were followed in a longitudinal study for 9 months. Self-administered measures included health status, health behavior, arthritis self-efficacy, medical care utilization, and demographic variables. Using analyses of covariance and t-tests, analyses were conducted for all participants and for Spanish- and English-language groups.        Results    At 4 months, comparing all intervention subjects with randomized wait-list controls, there were significant (P < 0.01) benefits in all outcomes except medical care utilization and self-rated health. The results were maintained at 9 months compared with baseline. On average, the Tool Kit reached persons ages 50–56 years with 12–15 years of schooling. There were few differences between English- and Spanish-language participants in either the effectiveness or reach variables.        Conclusion    A mailed Arthritis Self-Management Tool Kit proved effective in improving health status, health behavior, and self-efficacy variables for up to 9 months. It also reached younger persons in both English- and Spanish-language groups and Spanish speakers with higher education levels than previous studies of the small-group Arthritis Self-Management Program. 	15/07/2009	a	0	0		1	en	61	7	10.1002/ART.24587	arthritis & rheumatism	867-875	2009	[{'Ty': 1, 'U': 'http://www.ncbi.nlm.nih.gov/pubmed/19565554/'}, {'Ty': 1, 'U': 'https://onlinelibrary.wiley.com/doi/full/10.1002/art.24587'}, {'Ty': 1, 'U': 'https://pubmed.ncbi.nlm.nih.gov/19565554/'}]		0	Race/ethnicity/culture/language, Race/ethnicity/culture/language, [info] Spanish-speaking community	0	0	0	0	0	0	0
2610473685	environmental economic benefits and trade offs on sustainably certified coffee farms	2014444740 | 200771331 | 1996848963 | 2138444212 | 2124149130 | 2125576237 | 60310328 | 2120085075 | 2147451203 | 2132597603 | 2105999701 | 2119744608 | 2144712997 | 1959851134 | 1988559650 | 2052407040 | 2149818367 | 2098286260 | 2055823932 | 2165547894 | 2014847293 | 2017117214 | 2150291429 | 2122883573 | 2037887188 | 2015917861 | 2073843702 | 1506175426 | 2030438795 | 2504792578 | 2778057059	66204764 | 2778709609 | 204983608 | 100716732 | 103144560 | 2776577366 | 29122968 | 107826830 | 46304622 | 144133560 | 37621935	2024213465 | 2302372649 | 2111751789 | 2611685376	Abstract Coffee with diverse shade trees is recognized as conserving greater biodiversity than more intensive production methods. Sustainable certification has been proposed as an incentive to conserve shade grown coffee. With 40% of global coffee production certified as sustainable, evidence is needed to demonstrate whether certification supports the environmental benefits of shade coffee. Environmental and economic data were taken from 278 coffee farms in Nicaragua divided between non-certified and five different sustainable certifications. Farms were propensity-score matched by altitude, area of coffee and farmer education to ensure comparability between non-certified and certified farms. Farms under all certifications had better environmental characteristics than non-certified for some indicators, but none were better for all indicators. Certified farms generally received better prices than non-certified farms. Farms with different certifications had different investment strategies; C.A.F.E. Practice farms had high investment and high return strategies, while Utz and Organic farms had low investment, low productivity strategies. Tree diversity was inversely related to productivity, price and net revenue in general, but not for certified farms that received higher prices. Certification differentiates farms with better environmental characteristics and management, provides some economic benefits to most farmers, and may contribute to mitigating environment/economic trade-offs. 	01/08/2017	a	0	0		1	en	79		10.1016/J.ECOLIND.2017.04.023	ecological indicators	330-337	2017	[{'Ty': 1, 'U': 'http://gala.gre.ac.uk/id/eprint/16702'}, {'Ty': 1, 'U': 'https://core.ac.uk/display/82894065'}, {'Ty': 1, 'U': 'https://www.sciencedirect.com/science/article/pii/S1470160X17301991'}]		Place of residence, Place of residence, [info] tropical	0	0	0	0	Education, Education	0	0	0
